xi,U_eps_1e-02,U_eps_1e-04,U_eps_1e-06,U_eps_1e-08
-0.5595,0.7678265993038808,0.5410863557098896,0.5098933747958626,0.5042387728714406
-0.5589999999999999,0.7682881394953305,0.5413807972209845,0.5101678212898698,0.5045096774230756
-0.5585,0.7687499970452839,0.5416754303888209,0.5104424402023922,0.5047807511665577
-0.5579999999999999,0.7692121719784601,0.5419702554045652,0.510717231691761,0.5050519942549452
-0.5575,0.769674664318539,0.5422652724603678,0.5109921959163619,0.505323406841537
-0.5569999999999999,0.7701374740871105,0.5425604817484916,0.5112673330348582,0.5055949890798745
-0.5565,0.7706006013047134,0.5428558834611991,0.5115426432063436,0.5058667411237425
-0.5559999999999999,0.7710640459897747,0.543151477790813,0.5118181265899573,0.5061386631271688
-0.5555,0.7715278081596594,0.543447264930538,0.5120937833451528,0.5064107552444252
-0.5549999999999999,0.7719918878295982,0.543743245074254,0.5123696136317901,0.5066830176300285
-0.5545,0.7724562850137484,0.5440394184158568,0.512645617609769,0.5069554504387409
-0.5539999999999999,0.7729209997241105,0.5443357851492431,0.5129217954393405,0.50722805382557
-0.5535,0.7733860319716008,0.5446323454685478,0.513198147281134,0.5075008279457707
-0.5529999999999999,0.773851381764956,0.5449290995690075,0.5134746732958181,0.5077737729548445
-0.5525,0.7743170491118169,0.5452260476461743,0.5137513736444473,0.508046889008541
-0.5519999999999999,0.7747830340176219,0.5455231898956003,0.5140282484884252,0.5083201762628585
-0.5515,0.7752493364867027,0.5458205265128455,0.5143052979891966,0.508593634874044
-0.5509999999999999,0.7757159565211651,0.5461180576940591,0.514582522308626,0.5088672649985947
